mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.03232602794071357,0.8471195184866723,114.15436816215515,8,0.03649921591244182,shap,kernel,kernel_thinning,gaussian,4,32,8.0,0.009282112121582031,8
0.02631738615757165,0.871195184866724,201.13746333122253,16,0.01412407319714909,shap,kernel,kernel_thinning,gaussian,4,32,16.0,0.009364128112792969,16
0.02233092623576911,0.8803095442820293,351.54671025276184,32,0.006638856079094313,shap,kernel,kernel_thinning,gaussian,4,32,32.0,0.009212017059326172,32
0.014665439490887552,0.9267411865864144,667.5966691970825,64,0.0035551653211133294,shap,kernel,kernel_thinning,gaussian,4,32,64.0,0.009306669235229492,62
0.012362532726499648,0.9422184006878763,1284.8326876163483,128,0.0017460569178193719,shap,kernel,kernel_thinning,gaussian,4,32,128.0,0.01028299331665039,126
0.29586834424038355,0.5566638005159071,111.920578956604,8,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,8.0,0.028707504272460938,1
0.16819640720824242,0.5453138435081686,177.39384031295776,16,1.091922646819162,shap,kernel,kernel_thinning,sobolev,4,32,16.0,0.02860736846923828,1
0.29586834424038355,0.5566638005159071,339.4264280796051,32,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,32.0,0.07024145126342773,1
0.29586834424038355,0.5566638005159071,647.7507112026215,64,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,64.0,0.02828836441040039,1
0.29586834424038355,0.5566638005159071,1256.810805797577,128,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,128.0,0.06620955467224121,1
0.03833008361857571,0.8278589853826311,113.79887533187866,8,0.034394256532757905,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,8.0,0.015468120574951172,8
0.024318251801493912,0.8937231298366293,194.98112654685974,16,0.016413873726333184,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,16.0,0.00920724868774414,16
0.017186330725410853,0.91676698194325,353.7502920627594,32,0.006083199010819773,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,32.0,0.008346796035766602,32
0.016852571059330596,0.9140154772141015,671.0118777751923,64,0.0032299301866013375,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,64.0,0.009086847305297852,64
0.00920760940211561,0.957523645743766,1290.1316974163055,128,0.0016375659514772933,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,128.0,0.013941764831542969,126
0.036504400641301976,0.8318142734307823,116.14891862869263,8,0.03158798478334668,shap,kernel,kernel_thinning,matern,4,32,8.0,0.011996984481811523,8
0.026822992285343943,0.8636285468615648,195.57896065711975,16,0.014443455343321365,shap,kernel,kernel_thinning,matern,4,32,16.0,0.02620720863342285,16
0.022733039431149592,0.8858125537403267,348.595507144928,32,0.007891994349904896,shap,kernel,kernel_thinning,matern,4,32,32.0,0.012059450149536133,32
0.014992295640664786,0.9181427343078246,661.8517324924469,64,0.0035450873262894422,shap,kernel,kernel_thinning,matern,4,32,64.0,0.02267599105834961,64
0.011833494036616005,0.9427343078245917,1294.0613985061646,128,0.0019306077693729273,shap,kernel,kernel_thinning,matern,4,32,128.0,0.036314964294433594,128
0.03232602794071357,0.8471195184866723,114.22116255760193,8,0.03649921591244182,shap,kernel,kernel_thinning,gaussian,4,32,8.0,0.010312318801879883,8
0.02631738615757165,0.871195184866724,196.1919264793396,16,0.01412407319714909,shap,kernel,kernel_thinning,gaussian,4,32,16.0,0.00956416130065918,16
0.025127466006333993,0.8736027515047291,345.2727863788605,32,0.007050805105498825,shap,kernel,kernel_thinning,gaussian,4,32,32.0,0.013415098190307617,32
0.013211987861084153,0.9329320722269991,668.4891147613525,64,0.003078596727759342,shap,kernel,kernel_thinning,gaussian,4,32,64.0,0.009473800659179688,64
0.011108081264305637,0.9453138435081684,1276.818772315979,128,0.0016279698330539105,shap,kernel,kernel_thinning,gaussian,4,32,128.0,0.010102987289428711,126
0.29586834424038355,0.5566638005159071,113.94505167007446,8,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,8.0,0.06247591972351074,1
0.16819640720824242,0.5453138435081686,177.08888363838196,16,1.091922646819162,shap,kernel,kernel_thinning,sobolev,4,32,16.0,0.05647873878479004,1
0.29586834424038355,0.5566638005159071,336.5366106033325,32,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,32.0,0.02964615821838379,1
0.29586834424038355,0.5566638005159071,676.4179084300995,64,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,64.0,0.02870798110961914,1
0.29586834424038355,0.5566638005159071,1302.1091175079346,128,1.2295028729668882,shap,kernel,kernel_thinning,sobolev,4,32,128.0,0.03193330764770508,1
0.03833008361857571,0.8278589853826311,118.85269474983215,8,0.034394256532757905,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,8.0,0.010158538818359375,8
0.022521891996195035,0.895614789337919,195.4695086479187,16,0.016658544165459088,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,16.0,0.00835108757019043,16
0.018867517925518874,0.9071367153912295,367.4377522468567,32,0.007329190641819527,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,32.0,0.00915074348449707,31
0.015803988736731077,0.9233018056749784,692.7936959266663,64,0.003152031331416838,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,64.0,0.009044170379638672,63
0.012824802910886089,0.9379191745485812,1336.6075067520142,128,0.0018457348977593546,shap,kernel,kernel_thinning,inverse_multiquadric,4,32,128.0,0.015519380569458008,126
