mae,top_k,explanation_time,size,mmd,explainer,strategy,method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.07782133820844393,0.8,3.7298007011413574,16,0.011654851101412012,sage,permutation,kernel_thinning,gaussian,4,32,16.0,0.2385718822479248,16
0.04770287437455978,0.8,5.9034743309021,32,0.004786251765086735,sage,permutation,kernel_thinning,gaussian,4,32,32.0,0.2382667064666748,32
0.060886124367373416,1.0,10.433672428131104,64,0.0020025584226534554,sage,permutation,kernel_thinning,gaussian,4,32,64.0,0.2344343662261963,64
0.04913007909570799,1.0,20.08196759223938,128,0.0009762864083088796,sage,permutation,kernel_thinning,gaussian,4,32,128.0,0.23791861534118652,125
0.019055118765722856,1.0,35.882038831710815,256,0.0006042503535662047,sage,permutation,kernel_thinning,gaussian,4,32,256.0,0.23903989791870117,244
3.7417558171338854,0.8,1.0396533012390137,16,0.99152016244794,sage,permutation,kernel_thinning,sobolev,4,32,16.0,0.3325483798980713,1
1.1765655203532697,1.0,1.676398754119873,32,0.9830982494313536,sage,permutation,kernel_thinning,sobolev,4,32,32.0,0.33481597900390625,1
3.846233212851523,0.8,3.2053678035736084,64,0.99152016244794,sage,permutation,kernel_thinning,sobolev,4,32,64.0,0.33045387268066406,1
1.1670228004058154,1.0,5.944550275802612,128,0.9830982494313536,sage,permutation,kernel_thinning,sobolev,4,32,128.0,0.34007692337036133,1
1.165954998887014,1.0,11.783491373062134,256,0.9830982494313536,sage,permutation,kernel_thinning,sobolev,4,32,256.0,0.33745646476745605,1
0.05123883637863393,0.8,3.1916301250457764,16,0.012617897449017978,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,16.0,0.23308277130126953,16
0.04532637188458808,1.0,5.116304874420166,32,0.003953913493471961,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,32.0,0.23476123809814453,32
0.05813679463566721,1.0,9.4917631149292,64,0.0015433557915268126,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,64.0,0.227949857711792,64
0.036281797130206635,1.0,18.318201780319214,128,0.0008907417067108847,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,128.0,0.2326958179473877,128
0.03748606113167362,0.8,35.50751209259033,256,0.000552656293465903,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,256.0,0.23626017570495605,247
0.1670449578640972,0.8,2.8041367530822754,16,0.013200734641019007,sage,permutation,kernel_thinning,matern,4,32,16.0,0.3007974624633789,16
0.04933857198486094,1.0,5.0593812465667725,32,0.0036108066844828257,sage,permutation,kernel_thinning,matern,4,32,32.0,0.3047511577606201,32
0.04553851355099664,1.0,9.890083312988281,64,0.001479593190321593,sage,permutation,kernel_thinning,matern,4,32,64.0,0.3070070743560791,64
0.028704555061320927,1.0,17.849830389022827,128,0.0007596196174095571,sage,permutation,kernel_thinning,matern,4,32,128.0,0.3066403865814209,128
0.02377906461887032,1.0,35.04436779022217,256,0.0005470830950004557,sage,permutation,kernel_thinning,matern,4,32,256.0,0.3005669116973877,256
0.07838935532323284,1.0,1.912111520767212,16,0.011654851101412012,sage,permutation,kernel_thinning,gaussian,4,32,16.0,0.2356700897216797,16
0.052071588788510176,0.8,5.09611177444458,32,0.004786251765086735,sage,permutation,kernel_thinning,gaussian,4,32,32.0,0.25325489044189453,32
0.04148172872376916,0.8,10.0217866897583,64,0.001908189812871608,sage,permutation,kernel_thinning,gaussian,4,32,64.0,0.2370755672454834,63
0.038352472737185575,0.8,17.999470233917236,128,0.0009581929094599206,sage,permutation,kernel_thinning,gaussian,4,32,128.0,0.24310588836669922,124
0.03573237904248953,1.0,34.34169864654541,256,0.0006208709392027112,sage,permutation,kernel_thinning,gaussian,4,32,256.0,0.2405855655670166,244
3.7987886362103986,0.8,1.232405662536621,16,0.99152016244794,sage,permutation,kernel_thinning,sobolev,4,32,16.0,0.33498454093933105,1
1.1659091177837417,1.0,2.074066162109375,32,0.9830982494313536,sage,permutation,kernel_thinning,sobolev,4,32,32.0,0.32982516288757324,1
3.833498520650816,0.8,3.9668867588043213,64,0.99152016244794,sage,permutation,kernel_thinning,sobolev,4,32,64.0,0.33487844467163086,1
3.8714631721018673,0.8,5.8963258266448975,128,0.99152016244794,sage,permutation,kernel_thinning,sobolev,4,32,128.0,0.3308284282684326,1
1.2143392418060657,1.0,11.531847476959229,256,0.9830982494313536,sage,permutation,kernel_thinning,sobolev,4,32,256.0,0.33866405487060547,1
0.0450201491722931,0.8,3.123753547668457,16,0.012617897449017978,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,16.0,0.2263643741607666,16
0.07679931189991274,1.0,5.526012420654297,32,0.003953913493471961,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,32.0,0.23351383209228516,32
0.03221448394439189,1.0,9.843811988830566,64,0.0017454878305932509,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,64.0,0.24425315856933594,64
0.029757177838491227,1.0,19.86348867416382,128,0.0008710195215446137,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,128.0,0.23236513137817383,127
0.012876270852707308,1.0,36.663254499435425,256,0.0005853363692648883,sage,permutation,kernel_thinning,inverse_multiquadric,4,32,256.0,0.23418545722961426,255
0.18411155247998248,0.8,2.8728933334350586,16,0.013200734641019007,sage,permutation,kernel_thinning,matern,4,32,16.0,0.30537939071655273,16
0.04460864843539658,1.0,5.064616918563843,32,0.0036108066844828257,sage,permutation,kernel_thinning,matern,4,32,32.0,0.30561137199401855,32
