mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.030328585054232447,0.8,3.530972719192505,16,0.030871046919510037,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,57.31848740577698,1
0.017786630673045298,0.8,3.9713611602783203,32,0.030850297604763433,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,71.69272327423096,1
0.012357064457910856,0.8,5.543549299240112,64,0.016585241348585744,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,71.50805568695068,1
0.017973270157040002,0.8,11.017026901245117,128,0.009826335211588155,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,71.45775175094604,1
0.003626115867675573,0.8,26.94487977027893,256,0.004960878132032387,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,42.37535095214844,1
0.029544674514149168,0.8,4.17623233795166,16,0.05112561684450223,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,56.9854953289032,1
0.011099224311331785,1.0,4.648651599884033,32,0.024073562449354102,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,72.59652495384216,1
0.022123652173554234,1.0,7.99224066734314,64,0.0159840781801025,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,87.32367157936096,1
0.01725568447125897,0.8,21.577101469039917,128,0.009454812785076316,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,56.78771448135376,1
0.004069533157532997,1.0,27.117266178131104,256,0.0033987514862833246,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,56.63622546195984,1
0.03465052499611483,0.8,3.1707632541656494,16,0.034239994739381996,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,56.85130977630615,1
0.019731645979547425,1.0,3.6286284923553467,32,0.01143651300412607,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,116.70322871208191,1
0.021555122949778568,0.8,5.829025030136108,64,0.012175043375202699,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,57.38360381126404,1
0.015302848387732187,0.8,10.91838550567627,128,0.006252060574410301,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,86.55154871940613,1
0.01871284842097276,0.8,38.4098699092865,256,0.003932515814152326,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,71.86866283416748,1
0.057721600528171525,0.8,1.3505120277404785,16,0.024000132094860294,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,42.02082872390747,1
0.046193317064817496,0.8,2.992511749267578,32,0.027900982976507893,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,71.78701782226562,1
0.03643145018369434,1.0,9.238092422485352,64,0.020756296763965176,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,86.8458948135376,1
0.0071526306924478075,0.8,16.478016138076782,128,0.007730165741417938,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,72.1077151298523,1
0.009154576873599265,0.8,27.46281123161316,256,0.0035131169066441315,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,86.58113312721252,1
0.059986877967161706,0.8,1.8934459686279297,16,0.04172397846683695,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,71.50994563102722,1
0.009323452886600258,1.0,4.4582202434539795,32,0.01789691713327146,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,71.51850748062134,1
0.008093353430524138,1.0,7.49278450012207,64,0.007934061422662952,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,57.372795820236206,1
0.01949238488453305,1.0,11.966784715652466,128,0.004422012717096857,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,41.673004388809204,1
0.010946653761386574,0.8,21.707484006881714,256,0.003931636024240404,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,71.63208270072937,1
0.031099470703907475,1.0,2.302642822265625,16,0.035245457153474935,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,41.84503483772278,1
0.04187553400947212,1.0,2.867030143737793,32,0.024815317772652,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,56.68460559844971,1
0.021624895726135816,0.8,8.318110704421997,64,0.010601810763834263,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,41.39758229255676,1
0.009590025938334266,0.8,15.655236721038818,128,0.007683270761171479,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,72.22374606132507,1
0.005757416441460548,1.0,28.192814588546753,256,0.0064713762947585796,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,86.78866767883301,1
0.05335478614346486,0.8,1.8301382064819336,16,0.036121301736229294,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,86.38092732429504,1
0.05715600374075455,1.0,2.300197124481201,32,0.023499268694483155,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,72.39410877227783,1
0.015107960992777593,0.8,7.035197496414185,64,0.01513462417258482,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,87.11208963394165,1
0.005712254804575769,0.8,10.988231897354126,128,0.00428020902777948,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,57.15713286399841,1
0.01948268547926647,0.8,22.169315814971924,256,0.0033697148637142904,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,71.6645278930664,1
0.0464925634550636,1.0,1.6705396175384521,16,0.028347216909543338,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,41.617931842803955,1
0.029572814376432256,0.8,5.102696895599365,32,0.024607249608237125,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,56.94568204879761,1
