mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.13255496671504138,0.8,4.371275424957275,16,0.049290292258039825,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,32.37899041175842,1
0.07540614202242195,0.8,5.70755410194397,32,0.0199322927588394,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,32.32429885864258,1
0.0558823871588107,1.0,10.420091390609741,64,0.012229885257917017,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.838385581970215,1
0.05314250148663476,0.8,17.18011498451233,128,0.0043414903500402224,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,32.06985926628113,1
0.04342666345453711,0.8,34.41576361656189,256,0.0031310233612176774,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,32.793171644210815,1
0.1286414379609627,0.8,3.058335304260254,16,0.05250301604601987,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.45038366317749,1
0.05560621478481605,0.8,5.398138523101807,32,0.019598890245312084,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,32.63256478309631,1
0.07777656799876231,0.8,9.70369029045105,64,0.019087738013594757,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.42188334465027,1
0.054928129426894824,1.0,17.51557755470276,128,0.007405442249836192,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,32.492117404937744,1
0.039200765980169514,1.0,35.73390984535217,256,0.004642136300236355,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,31.955014944076538,1
0.19790989475535747,0.8,2.955136299133301,16,0.038142376261959654,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.640024423599243,1
0.07301234731917543,1.0,5.5221662521362305,32,0.023911678345834353,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,32.04835653305054,1
0.03965178068011667,0.8,10.261134624481201,64,0.008502276812591303,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.72764754295349,1
0.06722674993986687,0.8,18.37160348892212,128,0.0058130541223840315,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,32.77691340446472,1
0.041057846841879554,0.8,35.91575026512146,256,0.0033433563777827136,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,31.55003595352173,1
0.2271485995583523,1.0,1.844897985458374,16,0.04553971055721151,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.199053049087524,1
0.08790069094982482,0.8,4.865636825561523,32,0.028904410704678973,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,31.43919348716736,1
0.04417083672968288,1.0,9.791033506393433,64,0.013211979181259936,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.501434803009033,1
0.04630070805330486,1.0,23.79361915588379,128,0.004055454390133217,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,31.272632360458374,1
0.036811244507188104,0.8,38.30197763442993,256,0.002720438773465561,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,32.52326273918152,1
0.16768816348135948,1.0,1.830709457397461,16,0.04926430140955218,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.873682975769043,1
0.0677466785785127,0.8,5.588212490081787,32,0.02379015861960737,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,31.218928575515747,1
0.048344813397967736,0.8,10.226741552352905,64,0.010068206166261362,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,32.52954435348511,1
0.0466348936226135,0.8,17.35910153388977,128,0.004143736750661153,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,31.90797710418701,1
0.04557296099852385,1.0,34.4614040851593,256,0.003415373906626773,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,31.48852276802063,1
0.15956542869785573,1.0,3.929621934890747,16,0.04135721243953311,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.53407073020935,1
0.11411908991019422,1.0,3.4964354038238525,32,0.024620604684632397,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,31.51625370979309,1
0.056448321805765256,0.8,9.327379703521729,64,0.01385094768528411,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.674208164215088,1
0.044936603744121284,0.8,17.924681901931763,128,0.0033352269068099294,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,31.554842233657837,1
0.0502295871516952,0.8,35.90150856971741,256,0.002784205431353659,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,31.944724321365356,1
0.054353683547670395,0.8,3.4728598594665527,16,0.05407778945921088,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,32.280335903167725,1
0.06804912284503643,0.8,4.9444451332092285,32,0.028739062703182383,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,31.866307258605957,1
0.06121715423281443,1.0,9.404245138168335,64,0.014992870905285505,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,31.129905939102173,1
0.04207374041941495,0.8,17.827998399734497,128,0.006014972339054903,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,31.767976999282837,1
0.05519828122041535,0.8,34.45668411254883,256,0.0038379382487699343,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,256,31.333787202835083,1
0.09776987631080986,0.8,2.0453295707702637,16,0.08555619604709291,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,31.721691370010376,1
0.09453801517490189,1.0,5.0055999755859375,32,0.027051470413750722,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,31.634807109832764,1
