mae,top_k,explanation_time,size,mmd,explainer,strategy,method,data_modification_method,kernel,g,num_bins,target_size,compression_time,unique_samples
0.024618791420862766,1.0,4.231149673461914,8,0.019103834657578478,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,8,5.970992803573608,1
0.1463607748162905,0.8,0.21146011352539062,16,0.017389135179760373,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,6.01366925239563,1
0.06753596502026235,1.0,2.739610433578491,32,0.06525168726916264,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,6.460862398147583,1
0.021843649109283225,1.0,2.391263246536255,64,0.0060566224228785215,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,6.083395957946777,1
0.009990672891214206,1.0,4.876055002212524,128,0.004907651444400862,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,5.774002313613892,1
0.07203421338986835,1.0,1.233518123626709,8,0.0795524219462862,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,8,6.271961688995361,1
0.11833992467940248,0.8,0.33187198638916016,16,0.038925920049595275,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,5.9390668869018555,1
0.023049654236912485,1.0,0.7733902931213379,32,0.01153025495974458,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,5.992424726486206,1
0.03898370199726586,1.0,3.9479143619537354,64,0.01596667632936455,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,6.111616611480713,1
0.049907007207992835,0.8,3.2291266918182373,128,0.0034703650882652592,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,6.331828594207764,1
0.4826344088311252,0.8,0.09391498565673828,8,0.12201203598101318,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,8,5.938998699188232,1
0.09089046817725946,0.8,1.6549923419952393,16,0.038864156241969594,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,6.020019769668579,1
0.09528519885761458,0.8,0.6905632019042969,32,0.01611471505897555,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,6.134835720062256,1
0.05433759868577566,0.8,5.675287246704102,64,0.014153943712122197,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,5.829394578933716,1
0.017376725172260833,1.0,4.950770616531372,128,0.005670826927152928,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,5.759073972702026,1
0.12867484471379637,0.8,0.07804679870605469,8,0.031093311600723927,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,8,5.902895927429199,1
0.03929329741017409,1.0,0.6586208343505859,16,0.03259266937928573,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,16,6.124661684036255,1
0.01928755741090278,1.0,0.7369327545166016,32,0.009893024303322728,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,32,5.836336851119995,1
0.04422182919039465,0.8,1.6037898063659668,64,0.007593717942848688,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,64,5.820712566375732,1
0.08355777712756697,0.8,3.2798011302948,128,0.00845303181388557,sage,permutation,arfpy,none,Not needed,Not needed,Not needed,128,5.992078542709351,1
